Date,metal,fmcg,oil,cnxbank,real,pharma,cnxauto,capgoods,it,power,cement,steel,telecom,autoancs,media
10/3/2016,-0.007674737,-0.024155872,0.003531572,0.010328332,0.005949585,0.009184081,-0.003544005,-0.014229119,-0.02200489,-0.002466091,0.00061023,-0.003635772,-0.010941242,-0.009313399,0.019569472
11/3/2016,0.002762177,0.0054404,0.000563063,-0.014527063,-0.002023346,0.003561066,0.000790358,0.000569343,0.006071429,0.013734377,0.000138604,-0.016774686,0.002309297,-0.010107793,-0.003838772
14/03/2016,0.006610963,0.00432877,0.007878447,0.005132125,0.000311915,-0.035352872,-0.0011846,-0.004987281,0.007809727,0.00270966,0.003464619,0.011577023,0.001895206,-0.013424257,0.003853565
15/03/2016,0.004652011,-0.021281181,-0.009864136,-0.01347094,-0.006704085,-0.046730245,0.010476379,0.006795169,-0.017964072,0.004729091,-0.01033035,-0.004325923,-0.002151256,-0.012159375,0
16/03/2016,0.003268567,-0.025762413,0.004605263,-0.005616122,-0.013655627,-0.029869944,0.001956182,0.024858833,-0.0017934,0.01640667,-0.008289143,0.006214596,0.004386128,-0.013811042,0.020153551
17/03/2016,0.010497738,0.016838061,0.008092432,0.001550388,0.008274984,0.008839128,-0.005076142,0.012225736,0.002515271,-0.006218576,0.013902569,0.027601662,-0.002997669,0.007578009,0.016933208
18/03/2016,0.006716819,0.002500556,-0.004964967,-0.007629368,-0.000157828,0.017669393,0.007064364,0.01391394,-0.003225807,-0.003062176,-0.005717934,0.023349822,-0.00935412,0.02521752,-0.01480111
21/03/2016,0.002935682,-0.015243058,0.005269539,0.001559889,0.005524862,-0.024967714,0.013445051,0.000412961,-0.017259978,-0.003071581,-0.003740822,-0.011798337,-0.00041217,0.012586306,-0.005633803
22/03/2016,0.00266099,-0.00416526,0.032657605,0.000111247,-0.010204082,-0.048712288,-0.000384541,-0.012891754,0.02341749,0.002009377,-0.000812621,-0.005785515,0.010795817,-0.006001847,-0.033994334
23/03/2016,-0.017869781,0.007517522,-0.026773281,-0.002335929,-0.00666138,0.00417698,-0.011733026,-0.02412584,-0.030389703,-0.004679144,-0.037242695,-0.020314236,-0.015724087,-0.042838258,0.027370479
24/03/2016,-0.011349306,0.011781206,-0.004384953,-0.016612777,0.023790516,0.012016638,0.001751654,0.005999275,0.015117994,-0.000402955,-0.010836004,0.014579621,0.003466335,0.024636058,0.020932445
25/03/2016,-0.009019679,0.012143055,-0.006305053,-0.006689342,0.002963194,0.030598265,0.000194288,0.005078803,-0.004358881,0.004703037,-0.001825785,-0.00202246,0.011001389,0.026703097,0.022367195
28/03/2016,0.018019675,0.003725211,0.002146123,0.016664764,0.004664904,0.016395864,0.006604507,0.015257221,0.006931777,-0.003209844,0.002389663,-0.000213322,0.004196687,-0.000571367,0.05353902
29/03/2016,0.00776664,0.019430193,0.030819367,0.025036488,0.015941805,0.002906554,0.017367812,0.032207309,0.001086957,0.034482759,-0.001088972,0.031578386,0.015459152,-0.017115089,-0.019810508
30/03/2016,-0.000803571,0.002763899,0.017034928,-0.007659481,0.000454064,0.010112684,0.015477539,0.007983661,0.019016864,0.02631579,0.030578878,0.011947493,0.011713243,0.033226698,-0.050087874
31/03/2016,0.004735949,0.016855719,-0.005775724,0.016098798,0.014069592,0.011870709,-0.011895911,0.008166022,0.013380282,0.015359228,0.004687991,0.021383329,0.001786671,-0.012068116,-0.003700278
1/4/2016,0.005336179,0.002971226,0.006345518,-0.000108519,0.005519917,0.01074205,0.024642588,0.01409866,0.005559416,0.004250531,-0.017668649,-0.017661358,0.000749064,0.001709463,-0.013927577
4/4/2016,-0.009200283,-0.017410738,-0.00830373,-0.026915563,0.02462908,-0.020836247,-0.006058381,-0.013602378,-0.00138217,-0.024648326,-0.009529051,-0.012676128,0.00285144,0.046894443,0.016949153
5/4/2016,0.003214286,0.01264149,0.005776206,0.00724961,0.046915726,-0.010854042,-0.020502401,0.004322679,-0.008650519,-0.043139758,0.011609206,0.000511509,0.015496162,0.005977043,0.049074074
6/4/2016,0.01495194,0.022146775,0.017451696,0.006865242,0.029598894,0.019924921,0.018668678,0.006183317,0.035951134,0.009070295,-0.002717234,0.015184049,0.015399692,0.001654176,-0.016769638
7/4/2016,0.003156787,-0.013644029,0.007657303,0.000219949,0.000537346,-0.003397509,0.01480933,-0.020695265,0.001347709,0.001321877,-0.014115942,-0.002165483,-0.008375845,-0.000168515,0.02064632
8/4/2016,0.00506993,-0.010568853,-0.004255504,0.000879604,-0.030746509,0.002272727,0.016052536,-0.009812667,-0.01615074,-0.017953795,-0.016082086,-0.002674876,-0.010705968,0.01786557,-0.012313105
11/4/2016,-0.005218299,-0.00382239,0.020714317,0.020542678,0.011358914,0.000708617,0.000897666,-0.013482448,0.022229822,0.029305014,-0.002300843,-0.035878751,0.014194863,-0.008014307,0.046304541
12/4/2016,-0.029812904,-0.011721419,0.005810476,0.011410118,0.004930831,0.00141623,0.000179372,0.010580678,-0.016393443,0.000391798,-0.022552338,-0.03926097,-0.020405335,-0.012485812,0.01787234
13/04/2016,-0.00567721,-0.015955749,-0.002293773,-0.020008514,-0.015673981,0.011596662,0.003407461,-0.010594541,-0.011904762,-0.001436031,0.015657556,-0.050808566,-0.010220682,0.01653144,0.007525084
14/04/2016,-0.005347109,-0.001567398,-0.014816076,0.008362294,-0.007477153,0.002236824,-0.003753351,-0.000220459,-0.007228916,0.015557589,0.006516427,0.00823069,-0.00325151,-0.009079118,-0.026556017
15/04/2016,-0.017767654,0.127699886,0.008297321,-0.004846527,0.041852679,-0.006556005,-0.001614639,0.021011183,0.026352289,-0.001673532,0.002427839,0.035736713,0.029143963,0.037756746,0.028132992
18/04/2016,0.005380334,-0.050019201,-0.009986285,-0.016017316,-0.000937333,-0.00758214,-0.00359389,-0.002715044,-0.027027027,-0.001676338,-0.003946896,-0.027007661,0.017102651,-0.007988099,-0.009950249
19/04/2016,-0.005720613,-0.016574027,0.004415776,0.02474703,0.000268061,0.025749859,0.00270514,0.021191684,0.001041667,0.025316456,0.001380884,0.008553787,0.000547945,0.003520897,-0.014237856
20/04/2016,0.009558278,0.006422773,0.021205983,0.021251476,0.000133994,0.009241379,0.021223022,-0.00266594,-0.005896635,0.083396322,-0.032106241,-0.005167378,0.001848302,-0.018195406,-0.010970464
21/04/2016,0.006250575,-0.016745801,0.012282109,-0.001261167,0.004019293,-0.005193385,0.011271575,-0.035266243,-0.022679693,-0.020465116,0.02933069,-0.019534779,-0.001366587,-0.003210114,-0.026450512
22/04/2016,0.004019366,0.027467677,0.002459973,0.024623803,-0.045636509,0.045198516,-0.029258098,0.018828715,-0.002499108,0.029677113,0.00448336,-0.003858114,-0.045227506,-0.008698539,-0.011393515
25/04/2016,0.0077336,0.001162321,0.017759847,-0.004108042,0.011744966,0.051524711,0.016505203,0.010754682,0.015032212,-0.024902006,-0.017673666,0.016937395,0.02981224,-0.006028535,-0.056737589
26/04/2016,-0.010805943,0.01747884,-0.00187388,0.024270353,0.009877898,-0.008782936,0.005448155,-0.026681676,0.003153469,0.018089383,0.006025008,0.030702752,0.002700738,0.028708134,0.008458647
27/04/2016,0.021028676,-0.012354794,0.002244715,0.013097381,-0.038310012,-0.001392405,0.004195071,-0.002094274,-0.002794272,-0.017071188,-0.002467798,-0.026478376,0.012983874,0.013101867,0.012115564
28/04/2016,-0.013552069,-0.013954647,0.005456693,-0.007598934,-0.014832604,-0.017746229,0.044212359,0.007079092,-0.007705779,0.011460303,-0.009744766,-0.001926564,0.012647009,0.000711284,0.021178637
29/04/2016,-0.003253796,0.017437453,0.001944028,-0.01372315,-0.003011184,0.018453994,-0.005834306,-0.020465926,-0.008824568,-0.060273333,-0.004326235,-0.001476099,-0.008887094,0.00423236,-0.00270514
2/5/2016,-0.001360174,0.010531545,-0.001253082,-0.01159508,0.067740544,-0.00633553,-0.008551308,0.010097482,0.004273504,0.024238658,0.003274074,-0.004150557,-0.003498404,-0.000128688,-0.032549729
3/5/2016,-0.002724053,0.00393275,0.018212725,0.017137611,0.018588362,-0.008798776,0.004735329,0.0049354,-0.002836879,0.02973301,0.007746737,0.014901513,0.041651045,-0.009974581,0.000934579
