Date,metal,fmcg,oil,cnxbank,real,pharma,cnxauto,capgoods,it,power,cement,steel,telecom,autoancs,media
17/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/5/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2/5/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3/5/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4/5/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5/5/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
